DocID	FilerName	MemberName	State	District	Year	Destination	FilingType	DepartureDate	ReturnDate	TravelSponsor
500023095	Justin Ouimette	Biggs, Andy	AZ	5	2021	Miami, FL	Original	2/11/2021	2/13/2021	Conservative Partnership Institute, Inc.
500023096	Paul A. Gosar	Gosar, Paul	AZ	9	2021	Miami, FL	Original	2/11/2021	2/13/2021	Conservative Partnership Institute, Inc.
500023097	Lauren Boebert	Boebert, Lauren	CO	3	2021	Miami, FL	Original	2/11/2021	2/14/2021	Conservative Partnership Institute, Inc.
500023098	Andy Harris	Harris, Andy	MD	1	2021	Miami, FL	Original	2/11/2021	2/13/2021	Conservative Partnership Institute, Inc.
500023099	Marjorie Taylor Greene	Greene, Marjorie	GA	14	2021	Miami, FL	Original	2/11/2021	2/14/2021	Conservative Partnership Institute, Inc.
500023100	Andy Biggs	Biggs, Andy	AZ	5	2021	Miami, FL	Original	2/11/2021	2/14/2021	Conservative Partnership Institute, Inc.
500023101	Kate LaBorde	Biggs, Andy	AZ	5	2021	Miami, FL	Original	2/11/2021	2/13/2021	Conservative Partnership Institute, Inc.
500023102	Alexander X. Mooney	Mooney, Alexander	WV	2	2021	Miami, FL	Original	2/11/2021	2/13/2021	Conservative Partnership Institute, Inc.
500023103	Randy K. Weber	Weber, Randy	TX	14	2021	Miami, FL	Original	2/11/2021	2/13/2021	Conservative Partnership Institute, Inc.
500023103	Randy K. Weber	Weber, Randy	TX	14	2021	St. Petersburg, FL	Original	2/11/2021	2/13/2021	Conservative Partnership Institute, Inc.
500023104	Charles Roy	Roy, Chip	TX	21	2021	Miami, FL	Original	2/11/2021	2/13/2021	Conservative Partnership Institute, Inc.
500023105	Russell Fulcher	Fulcher, Russ	ID	1	2021	Miami, FL	Original	2/11/2021	2/14/2021	Conservative Partnership Institute, Inc.
500023106	Mo Brooks	Brooks, Mo	AL	5	2021	Miami, FL	Original	2/11/2021	2/13/2021	Conservative Partnership Institute, Inc.
500023107	Benjamin Cline	Cline, Ben	VA	6	2021	San Antonio, TX	Original	3/26/2021	3/27/2021	Professional Bail Agents of the U.S.
500023108	Lisa C. McClain	McClain, Lisa	MI	9	2021	Doha, Qatar	Amendment	3/29/2021	4/2/2021	United States-Qatar Business Council
500023109	Benjamin Cline	Cline, Ben	VA	6	2021	San Antonio, TX	Amendment	3/26/2021	3/27/2021	Professional Bail Agents of the U.S
500023110	J. Luis Correa	Correa, J. Luis	CA	46	2021	Doha, Qatar	Original	3/29/2021	4/3/2021	United States-Qatar Business Council
500023111	Lisa C. McClain	McClain, Lisa	MI	9	2021	Doha, Qatar	Original	3/29/2021	4/1/2021	United States-Qatar Business Council
500023112	Sara Jacobs	Jacobs, Sara	CA	51	2021	Doha, Qatar	Original	3/29/2021	4/3/2021	United States-Qatar Business Council
500023113	Ruben Gallego	Gallego, Ruben	AZ	3	2021	Doha, Qatar	Original	3/29/2021	4/3/2021	United States-Qatar Business Council
500023114	Nick Lunneborg	Fischbach, Michelle	MN	7	2021	Clewiston, FL	Original	4/6/2021	4/9/2021	South Florida Agricultural Foundation, Inc.
500023114	Nick Lunneborg	Fischbach, Michelle	MN	7	2021	West Palm Beach, FL	Original	4/6/2021	4/9/2021	South Florida Agricultural Foundation, Inc.
500023115	David Joyce	Joyce, David	OH	14	2021	Isle of Palms, Sc	Original	4/16/2021	4/18/2021	international Conversation Caucus Foundation
500023116	Betty McCollum	McCollum, Betty	MN	4	2021	Isle of Palms, SC	Original	4/16/2021	4/18/2021	International Conservation Caucus Foundation
500023117	Dan Bishop	Bishop, Dan	NC	8	2021	Miami, FL	Amendment	2/11/2021	2/13/2021	Conservative Partnership Institute
500023118	William Smith	Cammack, Kat	FL	3	2021	Clewiston, FL	Original	4/6/2021	4/9/2021	South Florida Agricultural Foundation Inc.
500023118	William Smith	Cammack, Kat	FL	3	2021	West Palm Beach, FL	Original	4/6/2021	4/9/2021	South Florida Agricultural Foundation Inc.
500023119	Alexandria Smith	Donalds, Byron	FL	19	2021	Clewiston, FL	Original	4/6/2021	4/9/2021	South Agricultural Foundation Inc.
500023119	Alexandria Smith	Donalds, Byron	FL	19	2021	West Palm Beach, FL	Original	4/6/2021	4/9/2021	South Agricultural Foundation Inc.
500023120	Chase Clanahan	Gimenez, Carlos	FL	28	2021	Clewiston, FL	Original	4/6/2021	4/9/2021	South Florida Agricultural Foundation, Inc.
500023120	Chase Clanahan	Gimenez, Carlos	FL	28	2021	West Palm Beach, FL	Original	4/6/2021	4/9/2021	South Florida Agricultural Foundation, Inc.
500023121	Desiree Koetzle	Stauber, Pete	MN	8	2021	El Paso, TX	Original	5/20/2021	5/23/2021	Republican Main Street Partnership
500023122	Peter Stauber	Stauber, Pete	MN	8	2021	El Paso, TX	Original	5/20/2021	5/22/2021	Republican Main Street Partnership
500023123	David Valadao	Valadao, David	CA	22	2021	El Paso, TX	Original	5/20/2021	5/22/2021	Republican Main Street Partnership
500023126	Deena Tauster	Garbarino, Andrew	NY	2	2021	El Paso, TX	Original	5/20/2021	5/23/2021	Republican Main Street Partnership
500023127	Paul Tonko	Tonko, Paul	NY	20	2021	Morgantown, WV	Original	5/20/2021	5/22/2021	Bipartisan Policy Center
500023127	Paul Tonko	Tonko, Paul	NY	20	2021	Weirton, WV	Original	5/20/2021	5/22/2021	Bipartisan Policy Center
500023127	Paul Tonko	Tonko, Paul	NY	20	2021	Wheeling, WV	Original	5/20/2021	5/22/2021	Bipartisan Policy Center
500023128	Don Bacon	Bacon, Don	NE	2	2021	El Paso, TX	Original	5/20/2021	5/22/2021	Republican Main Street Partnership
500023129	Andrew Garbarino	Garbarino, Andrew	NY	2	2021	El Paso, TX	Original	5/20/2021	5/22/2021	Republican Main Street Partnership
500023130	Brendan Larkin	Tonko, Paul	NY	20	2021	Morgantown, WV	Original	5/20/2021	5/22/2021	Bipartisian Policy Center
500023130	Brendan Larkin	Tonko, Paul	NY	20	2021	Weirton, WV	Original	5/20/2021	5/22/2021	Bipartisian Policy Center
500023130	Brendan Larkin	Tonko, Paul	NY	20	2021	Wheeling, WV	Original	5/20/2021	5/22/2021	Bipartisian Policy Center
500023131	Robert B. Aderholt	Aderholt, Robert	AL	4	2021	Mostar, Bosnia-Herzegovina	Original	5/25/2021	6/2/2021	Fellowship Foundation (International Foundation)
500023131	Robert B. Aderholt	Aderholt, Robert	AL	4	2021	Sarajevo, Bosnia-Herzegovina	Original	5/25/2021	6/2/2021	Fellowship Foundation (International Foundation)
500023132	Dan Newhouse	Newhouse, Dan	WA	4	2021	El Paso, TX	Original	5/20/2021	5/22/2021	Republican Main Street Partnership
500023133	Jessica Carter	Newhouse, Dan	WA	4	2021	El Paso, TX	Original	5/20/2021	5/22/2021	Republican Main Street Partnership
500023134	John R. Moolenaar	Moolenaar, John	MI	2	2021	Mostar, Bosnia-Herzegovina	Original	5/25/2021	5/30/2021	Fellowship Foundation (International Foundation)
500023134	John R. Moolenaar	Moolenaar, John	MI	2	2021	Sarajevo, Bosnia-Herzegovina	Original	5/25/2021	5/30/2021	Fellowship Foundation (International Foundation)
500023135	Kat Cammack	Cammack, Kat	FL	3	2021	Cedar Creek, TX	Original	6/1/2021	6/2/2021	Heritage Foundation
500023136	John Partin	Timmons, William	SC	4	2021	Clewiston, FL	Original	4/6/2021	4/9/2021	South Florida Agricultural Foundation, Inc.
500023136	John Partin	Timmons, William	SC	4	2021	West Palm Beach, FL	Original	4/6/2021	4/9/2021	South Florida Agricultural Foundation, Inc.
500023137	Eric Swalwell	Swalwell, Eric	CA	14	2021	Doha, Qatar	Original	3/29/2021	4/3/2021	United States-Qatar Business Council
500023138	Kate Bonner	Smucker, Lloyd	PA	11	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023139	Micah Ketchel	Waltz, Michael	FL	6	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023140	Chris Crawford	Carter, Earl	GA	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023141	Carolyn King	Wittman, Robert	VA	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023142	Michael Lowry	Dunn, Neal	FL	2	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023143	Ellen Caroline Gosnell	Scalise, Steve	LA	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023144	Josh Bell	Estes, Ron	KS	4	2021	Cambridge, MD	Original	6/17/2021	6/18/2021	Congressional Institute
500023146	Christopher Maneval	Emmer, Tom	MN	6	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023147	John Barton Reising	Scalise, Steve	LA	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023148	Herbet William Constangy III	Hudson, Richard	NC	9	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023149	Molly Lowe	Amodei, Mark	NV	2	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023150	Stephen Siao	Green, Mark	TN	7	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023151	Adam Howard	Turner, Michael	OH	10	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023152	Alex Blair	Steube, W. Gregory	FL	17	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023153	Alexander Ortiz	Young, Don	AK	0	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023154	Alexandra Gourdikian	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023155	Andrea Grace	Zeldin, Lee M.	NY	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023156	Andrew Christianson	Johnson, Dusty	SD	0	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023157	Anna Alburger	Joyce, David	OH	14	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023158	A. Brooke Bennett	Hill, J. French	AR	2	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023159	Caroline Cash	Comer, James	KY	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023160	Casey Contres	Gonzalez, Anthony	OH	16	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023161	Christopher Hixon	Jordan, Jim	OH	4	2021	Cambridge, MD	Original	6/17/2021	6/20/2021	Congressional Institute
500023162	Cyrus Artz	Foxx, Virginia	NC	5	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023163	Dan Meyer	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023164	David FitzSimmons	Fischbach, Michelle	MN	7	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023165	Kate LaBorde	Biggs, Andy	AZ	5	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023166	Kathryn Facchiano	Higgins, Clay	LA	3	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023167	Keelie Broom	Owens, Burgess	UT	4	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023168	Kris Skrzycki	Hagedorn, Jim	MN	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023169	Lauren Fine	Scalise, Steve	LA	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023170	Lauren Hodge	Allen, Rick	GA	12	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023171	Machalagh Carr	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023172	Mark Bednar	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023173	Mary Rosado	Barr, Andy	KY	6	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023174	Matthew Sparks	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023175	Max Engling	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023176	Mehgan Perez-Acosta	Gooden, Lance	TX	5	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023177	Aaron Bonnaure	Reschenthaler, Guy	PA	14	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023178	Michael Comer	Scalise, Steve	LA	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023179	Michael Grider	Burchett, Tim	TN	2	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023180	Monica Didiuk	Smith, Adrian	NE	3	2021	Cambridge, MD	Original	6/17/2021	6/18/2021	Congressional Institute
500023181	Natalie Joyce	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023182	Patrick Mocete	Kim, Young	CA	40	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023183	Preston Hill	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023185	Rachel Ver Velde	Grothman, Glenn	WI	6	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023186	Richard Laukitis	Walberg, Tim	MI	5	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023187	Ryan Carney	Steil, Bryan	WI	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023188	Benjamin Cantrell	Mullin, Markwayne	OK	2	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023189	Brett Horton	Scalise, Steve	LA	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023190	Bryan Shuy	Harris, Andy	MD	1	2021	Cambridge, MD	Original	6/17/2021	6/18/2021	Congressional Institute
500023191	Caleb Smith	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023192	Deena Tauster	Garbarino, Andrew	NY	2	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023193	Desiree Koetzle	Stauber, Pete	MN	8	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023194	Emily Domenech	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023195	Hillary Gross	Gibbs, Bob	OH	7	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023196	James Min	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023197	Jason Lawrence	Scott, Austin	GA	8	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023198	Jeff Butler	McHenry, Patrick	NC	10	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023199	Jenifer Bradley	Rutherford, John	FL	5	2021	Cambridge, MD	Original	6/17/2021	6/20/2021	Congressional Institute
500023200	Jessica Carter	Newhouse, Dan	WA	4	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023201	John Thompson	Bice, Stephanie	OK	5	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023202	Jon Anzur	Keller, Fred	PA	12	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023203	Jonathan Lowe	Chabot, Steve	OH	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023204	Matthew Meyer	Smith, Jason	MO	8	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023205	Nancy Louise Peele	Graves, Sam	MO	6	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023206	Ryan Long	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/18/2021	Congressional Institute
500023207	Shana Teehan	Moore, Barry	AL	2	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023208	Steven Giaier	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023209	Timothy P. Cummings	Walorski, Jackie	IN	2	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023210	Will Dunham	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023211	Cole Rojewski	Granger, Kay	TX	12	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023212	Jaryn Emhof	Webster, Daniel	FL	11	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023213	Jakob W. Johnsen	Rogers, Harold	KY	5	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023214	Cesar Gonzalez	Diaz-Balart, Mario	FL	26	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023215	Tim Monahan	Davis, Rodney	IL	13	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023217	Joseph Knowles	Fitzpatrick, Brian	PA	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023218	Justin Melvin	Kustoff, David	TN	8	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023219	Kelly Dixon Chambers	Cole, Tom	OK	4	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023220	Tyler Haymore	Donalds, Byron	FL	19	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023221	Alexandra Humes	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023222	Allen Souza	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023223	Erin Elliott	Katko, John	NY	24	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023224	J. Douglas Branch II	Davidson, Warren	OH	8	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023225	Jake Vreeburg	Stefanik, Elise	NY	21	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023226	James Decker	Burgess, Michael	TX	26	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023227	Jeffrey Billman	Jackson, Ronny	TX	13	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023228	Jennifer Wilson Watson	Rice, Tom	SC	7	2021	Cambridge, MD	Original	6/17/2021	6/20/2021	Congressional Institute
500023229	Jillian Plank	Nunes, Devin	CA	22	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023230	John Byers	Pfluger, August	TX	11	2021	Cambridge, MD	Original	6/17/2021	6/18/2021	Congressional Institute
500023231	Kyle R. Kizzler	Jacobs, Chris	NY	27	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023232	Laura Engquist	Balderson, Troy	OH	12	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023233	Mark Kelly	Good, Bob	VA	5	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023234	Michele Exner	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/20/2021	Congressional Institute
500023235	Mike Hamilton	McKinley, David B.	WV	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023236	Mike Smullen	Johnson, Bill	OH	6	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023237	Tracie S. Gibler	Miller-Meeks, Mariannette	IA	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023238	Vivian Moeglein	Westerman, Bruce	AR	4	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023239	Alison Slagell	Lucas, Frank	OK	3	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023240	Drew Griffin	Latta, Robert	OH	5	2021	Cambridge, MD	Original	6/17/2021	6/20/2021	Congressional Institute
500023241	Jeanette Whitener	Weber, Randy	TX	14	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023242	Megan Miller	Scalise, Steve	LA	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023243	Joseph M. Lillis	Long, Billy	MO	7	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023245	Francis Brennan	Stefanik, Elise	NY	21	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023246	Mara Mellstrom	Mace, Nancy	SC	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023247	Aleli Marie Pardo	Stefanik, Elise	NY	21	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023248	Zachary Rutherford	Harshbarger, Diana	TN	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023249	Brittan Specht	McCarthy, Kevin	CA	20	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023250	John Cameron Foster	Hern, Kevin	OK	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023251	Jonathan Day	Wilson, Joe	SC	2	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023252	Kelle Strickland	Walorski, Jackie	IN	2	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023253	Rachel Wagley	Moore, Blake	UT	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023255	Alan Tennille	Garcia, Mike	CA	27	2021	Cambridge, MD	Original	6/18/2021	6/19/2021	Congressional Institute
500023256	Alex Bolton	Malliotakis, Nicole	NY	11	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023257	Amy Houston Holdren	Stefanik, Elise	NY	21	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023258	Carson Middleton	Foxx, Virginia	NC	5	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional institute
500023259	Courtney Butcher	Stefanik, Elise	NY	21	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023260	Jeffrey Small	Boebert, Lauren	CO	3	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023261	Jordan Downs	Guest, Michael	MS	3	2021	Cambridge, MD	Original	6/17/2021	6/20/2021	Congressional Institute
500023262	Kenneth Monahan	Meijer, Peter	MI	3	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional institute
500023263	Larry Calhoun	Cammack, Kat	FL	3	2021	Cambridge, MD	Original	6/17/2021	6/18/2021	Congressional Institute
500023264	Mark Edward Dreiling	Bacon, Don	NE	2	2021	Cambridge, MD	Original	6/18/2021	6/19/2021	Congressional Institute
500023265	Melissa Kelly	Franklin, C. Scott	FL	18	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023266	Michael Hough	Mooney, Alexander	WV	2	2021	Cambridge, MD	Original	6/18/2021	6/20/2021	Congressional Institute
500023267	Rebecca Shaw	Hollingsworth, Trey	IN	9	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023268	Patrick Stewart Hester	Stefanik, Elise	NY	21	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023269	Rosalyn Leighton	Armstrong, Kelly	ND	0	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023270	Ryan McCormack	Fitzgerald, Scott	WI	5	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023271	Thomas Van Flein	Gosar, Paul	AZ	9	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023272	Ben Napier	Scalise, Steve	LA	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023273	Rebecca Keightley	Calvert, Ken	CA	41	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023274	Steven Pfrang	LaHood, Darin	IL	16	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023275	Anthony Lis	Bergman, Jack	MI	1	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023276	Lorissa Bounds	Obernolte, Jay	CA	23	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congresssional Institute
500023277	Braden Dreiling	LaTurner, Jake	KS	2	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023278	Brendan Shields	McCaul, Michael	TX	10	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023279	Tom Moran	Salazar, Maria	FL	27	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023280	Chris Del Beccaro	McCaul, Michael	TX	10	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional Institute
500023281	Chris Tudor	McClintock, Tom	CA	5	2021	Cambridge, MD	Original	6/18/2021	6/19/2021	Congressional Institute
500023282	Charyssa Parent	Stefanik, Elise	NY	21	2021	Cambridge, MD	Original	6/17/2021	6/19/2021	Congressional institute
